fecha,hora,fecha_completa,nombre,dni,edad,sexo,direccion,barrio,metodo,latitud,longitud,año,mes,dia_semana,antecedentes
1991-02-18,17:33,2000-12-18 17:33,Porfirio Cañizares Iglesia,48066060Q,73,Masculino,"Plaza Plaza Jennifer Pina, 55, Ciutat Vella, Valencia",Ciutat Vella,Precipitación,39.476549,-0.365989,1991,2,Monday,Abuso de sustancias
1991-02-25,01:49,2013-08-15 01:49,Amando Mayol,85015510N,41,Masculino,"Plaça Urbanización Mariana Alberdi, 92, Jesús, Valencia",Jesús,Ahorcamiento,39.447168,-0.356883,1991,2,Thursday,Problemas económicos
1991-02-26,23:57,1991-10-11 23:57,Borja Manjón Cano,93265522Q,61,Masculino,"Plaça Ronda de Godofredo Bayona, 112, Patraix, Valencia",Patraix,Arma de fuego,39.456636,-0.402326,1991,2,Friday,Trastorno bipolar
1991-02-26,22:31,2016-07-18 22:31,Adalberto Ros Marco,71560177R,60,Masculino,"Plaça Cuesta Marisol Tejada, 51, 3ºC, Poblats Marítims, Valencia",Poblats Marítims,Precipitación,39.453661,-0.323696,1991,2,Monday,Duelo reciente
1991-03-22,23:56,2024-05-02 23:56,Vito Miró Morata,33825666A,61,Masculino,"Calle Rambla de Bibiana Salazar, 43, 8ºB, La Xerea, Valencia",La Xerea,Corte/punzante,39.462485,-0.353288,1991,3,Thursday,Trastorno bipolar
1991-03-23,20:33,1988-05-22 20:33,Octavio Pereira Costa,78045733V,47,Masculino,"Plaza Calle de Ámbar Guillen, 101, 8ºD, Quatre Carreres, Valencia",Quatre Carreres,Corte/punzante,39.446972,-0.354021,1991,3,Sunday,Intento previo
1991-03-25,21:33,1980-10-31 21:33,Marco Hernandez Gargallo,49011532G,64,Masculino,"Carrer Ronda de María Cristina Ros, 150, 4ºD, Russafa, Valencia",Russafa,Ahorcamiento,39.467107,-0.368943,1991,3,Friday,
1991-04-01,08:23,2002-09-05 08:23,Basilio Guzman Rovira,30447536K,15,Masculino,"Plaça Acceso Susana Azorin, 140, 5ºA, Benicalap, Valencia",Benicalap,Ahorcamiento,39.493421,-0.376548,1991,4,Thursday,Trastorno bipolar
1991-04-21,18:22,2007-01-06 18:22,Saturnina Alberola,95156202G,57,Femenino,"Plaça Glorieta Teresita Ibáñez, 40, 2º1, Patraix, Valencia",Patraix,Ahorcamiento,39.453811,-0.393934,1991,4,Saturday,Sin antecedentes conocidos
1991-04-23,11:38,2014-08-27 11:38,Iván Cepeda-Elorza,18653222S,58,Masculino,"Avenida Cuesta de Adelia Lladó, 28, El Carme, Valencia",El Carme,Sumersión,39.485403,-0.370949,1991,4,Wednesday,Enfermedad crónica
1991-04-24,14:18,2020-01-16 14:18,Leandro Zabala Jordán,75914731B,81,Masculino,"Plaza Glorieta de Manola Galán, 28, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.482899,-0.315911,1991,4,Thursday,Abuso de sustancias
1991-04-25,13:28,2013-09-21 13:28,Édgar Gallardo Tur,58807442F,27,Masculino,"Plaza Urbanización de Eloísa Belda, 117, Poblats Marítims, Valencia",Poblats Marítims,Arma de fuego,39.455935,-0.321773,1991,4,Saturday,
1991-05-01,23:29,2007-03-17 23:29,Claudio Montes Ocaña,57610634G,44,Masculino,"Carrer Ronda Teo Pavón, 31, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.470069,-0.380702,1991,5,Saturday,Enfermedad crónica
1991-05-06,14:25,2000-03-11 14:25,Benito Hector Herrero Agullo,76545378K,49,Masculino,"Avenida Plaza de Florencio Llorente, 69, 4ºA, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.466926,-0.375935,1991,5,Saturday,Abuso de sustancias
1991-05-13,14:03,2011-11-16 14:03,Roldán Castrillo,77887931H,32,Masculino,"Calle Avenida de Sabas Valls, 18, 2º1, Jesús, Valencia",Jesús,Ahorcamiento,39.437193,-0.359942,1991,5,Wednesday,Trastorno bipolar
1991-05-16,04:11,1999-10-08 04:11,Asdrubal Bartolomé Sáenz,57428314M,29,Masculino,"Calle Glorieta Flavio Puerta, 128, 6ºB, El Cabanyal, Valencia",El Cabanyal,Corte/punzante,39.458817,-0.320115,1991,5,Friday,Enfermedad crónica
1991-05-20,23:16,1986-11-07 23:16,Amor Pagès Correa,14531191K,62,Masculino,"Avenida Cuesta Ciriaco Nevado, 146, Russafa, Valencia",Russafa,Sumersión,39.45957,-0.38115,1991,5,Friday,Problemas económicos
1991-05-22,20:32,1987-04-11 20:32,Epifanio Leon Casares,60283839B,41,Masculino,"Calle Paseo Alfredo Estevez, 90, Poblats Marítims, Valencia",Poblats Marítims,Sumersión,39.460479,-0.316671,1991,5,Saturday,Intento previo
1991-06-02,13:27,1997-01-15 13:27,Silvestre Mateu Bermejo,30215880K,50,Masculino,"Plaça Callejón Benigna Armas, 116, Benimaclet, Valencia",Benimaclet,Ahorcamiento,39.492978,-0.371666,1991,6,Wednesday,
1991-06-06,21:38,1996-06-06 21:38,Adoración Uriarte Gaya,79654067F,30,Femenino,"Carrer Plaza de Joan Bosch, 62, 7ºA, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.449529,-0.356234,1991,6,Thursday,Duelo reciente
1991-06-07,09:47,2013-12-06 09:47,Borja Matas-Agudo,14147955B,67,Masculino,"Plaça Calle Lucas Alegre, 124, 1ºB, Poblats Marítims, Valencia",Poblats Marítims,Otros,39.451983,-0.31111,1991,6,Friday,Problemas económicos
1991-06-13,07:58,1985-04-10 07:58,Reina Llorente Vidal,80720244L,62,Femenino,"Carrer Urbanización de Iker Miranda, 28, Malvarrosa, Valencia",Malvarrosa,Arma de fuego,39.473171,-0.326932,1991,6,Wednesday,Duelo reciente
1991-06-17,22:08,1996-08-14 22:08,Roberto Blanco-Calleja,93172511V,39,Masculino,"Avenida Plaza María Manuela Puerta, 32, Jesús, Valencia",Jesús,Intoxicación medicamentosa,39.438963,-0.357521,1991,6,Wednesday,Enfermedad crónica
1991-06-18,20:45,2022-03-04 20:45,Balduino Torralba Feliu,45408251H,42,Masculino,"Avenida Vial Gaspar Angulo, 148, Campanar, Valencia",Campanar,Intoxicación medicamentosa,39.490004,-0.387786,1991,6,Friday,Trastorno bipolar
1991-06-20,13:47,1992-12-17 13:47,Casemiro Gilberto Borrás Ibarra,69882277C,90,Masculino,"Plaza Camino Miguela Talavera, 101, 5ºB, Poblats Marítims, Valencia",Poblats Marítims,Precipitación,39.466601,-0.330406,1991,6,Thursday,Intento previo
1991-06-20,21:04,1994-05-02 21:04,Jafet Sotelo Alsina,15022195K,24,Masculino,"Avenida Alameda Joaquina Cantero, 99, El Carme, Valencia",El Carme,Ahorcamiento,39.468939,-0.382808,1991,6,Monday,Enfermedad crónica
1991-06-23,19:10,1991-01-28 19:10,Francisco Jose Madrid Somoza,81874437A,31,Masculino,"Carrer Plaza de Aarón Zabala, 88, El Carme, Valencia",El Carme,Ahorcamiento,39.473041,-0.388102,1991,6,Monday,Problemas económicos
1991-06-25,05:59,2000-10-28 05:59,Martín Coloma Maestre,99289816N,17,Masculino,"Plaza Via Manola Ballester, 150, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.487644,-0.327181,1991,6,Saturday,Enfermedad crónica
1991-07-03,13:31,2018-03-04 13:31,Gema del Moraleda,37913590E,50,Femenino,"Plaza Via de Azahar Galindo, 68, El Carme, Valencia",El Carme,Ahorcamiento,39.478795,-0.401229,1991,7,Sunday,Depresión diagnosticada
1991-07-04,19:25,2023-01-26 19:25,Matías Chuy Ribes Camacho,93244618L,16,Masculino,"Calle Pasadizo Gala Ibarra, 57, 1º1, Patraix, Valencia",Patraix,Ahorcamiento,39.43757,-0.390185,1991,7,Thursday,Problemas económicos
1991-07-04,16:31,2008-05-19 16:31,Juan Pablo Pol Falcó,47034120V,41,Masculino,"Calle Pasadizo Cleto Cadenas, 98, Russafa, Valencia",Russafa,Ahorcamiento,39.461394,-0.356954,1991,7,Monday,
1991-07-11,13:46,2016-08-08 13:46,Jesús Angulo Murillo,95399182N,24,Masculino,"Carrer Ronda de Mateo Valentín, 50, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.481404,-0.357133,1991,7,Monday,Sin antecedentes conocidos
1991-07-12,05:11,1987-12-25 05:11,Ramona Llabrés-López,55073885V,53,Femenino,"Carrer Ronda Eufemia Heras, 106, Campanar, Valencia",Campanar,Ahorcamiento,39.483898,-0.40423,1991,7,Friday,Enfermedad crónica
1991-07-16,02:51,2010-02-28 02:51,Esmeralda Olivera-Tirado,61040965T,35,Femenino,"Calle Camino de Trinidad Zabaleta, 140, 8ºB, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.472666,-0.367783,1991,7,Sunday,Duelo reciente
1991-07-19,19:09,1999-01-03 19:09,Porfirio Morata Tolosa,21543189D,53,Masculino,"Calle Camino de Yéssica Gelabert, 13, 6ºC, Benimaclet, Valencia",Benimaclet,Precipitación,39.492377,-0.37217,1991,7,Sunday,Abuso de sustancias
1991-07-22,20:25,1988-11-10 20:25,Lidia Giner Coronado,17185483K,54,Femenino,"Avenida Alameda Calista Conde, 149, El Cabanyal, Valencia",El Cabanyal,Ahorcamiento,39.477392,-0.339869,1991,7,Thursday,Sin antecedentes conocidos
1991-08-02,08:51,1997-11-08 08:51,Emilia Trillo-Falcó,36595298K,60,Femenino,"Calle Cuesta Lara Río, 147, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.478124,-0.316239,1991,8,Saturday,Enfermedad crónica
1991-08-06,19:15,2005-04-07 19:15,León Ricart Peinado,24384568Z,46,Masculino,"Carrer Pasaje Nicolasa Barrera, 43, Ciutat Vella, Valencia",Ciutat Vella,Corte/punzante,39.48662,-0.372279,1991,8,Thursday,Depresión diagnosticada
1991-08-10,20:36,1997-08-04 20:36,Emigdio de Bayón,96391469X,25,Masculino,"Carrer Paseo Pablo Morales, 44, El Carme, Valencia",El Carme,Intoxicación medicamentosa,39.474338,-0.409266,1991,8,Monday,Depresión diagnosticada
1991-08-14,10:24,1995-03-29 10:24,Felix Borrás,99617131Z,64,Masculino,"Plaça Urbanización Calixto Larrea, 52, Campanar, Valencia",Campanar,Ahorcamiento,39.490167,-0.392232,1991,8,Wednesday,Trastorno bipolar
1991-08-21,18:22,2015-01-05 18:22,Alberto Arana Palacios,72045979C,68,Masculino,"Calle Vial de Eleuterio Zurita, 75, La Xerea, Valencia",La Xerea,Intoxicación medicamentosa,39.476129,-0.380698,1991,8,Monday,Enfermedad crónica
1991-08-23,12:46,1990-07-03 12:46,Segismundo Samu Salamanca Coello,30320928M,36,Masculino,"Plaça Cañada Fortunato Olmo, 54, Campanar, Valencia",Campanar,Precipitación,39.500253,-0.388308,1991,8,Tuesday,Duelo reciente
1991-09-13,08:49,1986-02-15 08:49,Felipe Aliaga Cornejo,66457460H,45,Masculino,"Plaça Pasaje de Lalo Téllez, 106, 2º2, Patraix, Valencia",Patraix,Ahorcamiento,39.433969,-0.392375,1991,9,Saturday,Enfermedad crónica
1991-09-27,00:57,1990-11-04 00:57,Damián Jódar,58827665J,45,Masculino,"Plaza Rambla Ligia Porta, 54, Russafa, Valencia",Russafa,Otros,39.467274,-0.353749,1991,9,Sunday,Intento previo
1991-10-18,22:23,1990-08-11 22:23,Lupe Zurita,28865991W,58,Masculino,"Avenida Vial de Jordana Alfaro, 23, Poblats Marítims, Valencia",Poblats Marítims,Intoxicación medicamentosa,39.461214,-0.330022,1991,10,Saturday,Problemas económicos
1991-10-25,15:21,1995-12-04 15:21,Lucila del Avilés,35221850H,62,Femenino,"Avenida Calle Concepción Pont, 20, 8ºA, Patraix, Valencia",Patraix,Ahorcamiento,39.431631,-0.406606,1991,10,Monday,Abuso de sustancias
1991-11-05,10:00,2017-08-02 10:00,Calixta Chacón Landa,56573258C,64,Femenino,"Plaza Via Anselmo Seguí, 80, 6º1, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.473472,-0.286049,1991,11,Wednesday,Enfermedad crónica
1991-11-09,21:33,1993-01-28 21:33,Hilario Juan Cortés,70588691N,36,Masculino,"Calle Avenida Vasco Mena, 109, 3ºA, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.466788,-0.382582,1991,11,Thursday,Abuso de sustancias
1991-11-11,11:36,1985-05-29 11:36,Miguela Emperatriz Arcos Pizarro,90133190P,69,Femenino,"Carrer Cuesta Paola Bustos, 91, 7ºD, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.472723,-0.363382,1991,11,Wednesday,Problemas económicos
1991-11-15,22:57,1999-02-08 22:57,Ariadna Zabala Batlle,88400641A,30,Femenino,"Plaça Alameda de Sebastián Montserrat, 98, 3ºB, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.476631,-0.373673,1991,11,Monday,Problemas económicos
1991-12-01,21:19,1983-03-04 21:19,Jordán Avilés Pujol,95854802W,52,Masculino,"Plaça Vial de Eligio Navarrete, 14, Quatre Carreres, Valencia",Quatre Carreres,Intoxicación medicamentosa,39.446952,-0.362678,1991,12,Friday,Intento previo
1991-12-10,04:32,1994-12-21 04:32,Celso Escribano Querol,10416997K,44,Masculino,"Avenida Pasaje de Julia Roldán, 44, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.459784,-0.382436,1991,12,Wednesday,Enfermedad crónica
1991-12-11,00:22,1989-02-18 00:22,Jaime Salvà Puerta,71572485G,52,Masculino,"Plaza Paseo de Ángeles Izquierdo, 116, El Carme, Valencia",El Carme,Ahorcamiento,39.474647,-0.381954,1991,12,Saturday,Intento previo
1991-12-11,21:36,1980-08-24 21:36,Dan Rosales Manjón,23072680T,36,Masculino,"Plaça C. Victor Manuel Vargas, 118, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.461318,-0.319389,1991,12,Sunday,Enfermedad crónica
1991-12-18,19:12,2023-07-28 19:12,Hernán Ruiz Prat,39343051X,54,Masculino,"Calle Plaza Carlota Pereira, 116, L'Eixample, Valencia",L'Eixample,Arma de fuego,39.468706,-0.371986,1991,12,Friday,Problemas económicos
1991-12-22,18:11,2010-04-05 18:11,Hector de Zamora,29628855W,74,Masculino,"Plaça Cuesta Celia Figuerola, 67, Poblats Marítims, Valencia",Poblats Marítims,Precipitación,39.446854,-0.32211,1991,12,Monday,Sin antecedentes conocidos
1991-12-27,02:50,2019-06-10 02:50,Darío Huertas Luz,96418337Z,76,Masculino,"Carrer Vial de Cesar Porta, 130, Russafa, Valencia",Russafa,Arma de fuego,39.469625,-0.358843,1991,12,Monday,Abuso de sustancias
1992-01-10,17:10,2007-05-25 17:10,Loreto Canales Sanmiguel,49468472A,62,Femenino,"Plaza Camino de Dorotea Zapata, 93, La Xerea, Valencia",La Xerea,Ahorcamiento,39.464368,-0.377884,1992,1,Friday,Duelo reciente
1992-01-14,18:04,2022-03-01 18:04,Mauricio León Galiano Avilés,78832771H,49,Masculino,"Calle Urbanización Sofía Lobo, 57, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.478701,-0.33571,1992,1,Tuesday,Duelo reciente
1992-01-20,16:07,1989-07-15 16:07,Esteban Sabater Puig,66113763X,54,Masculino,"Calle Pasadizo de María Del Carmen Avilés, 20, Quatre Carreres, Valencia",Quatre Carreres,Otros,39.432486,-0.340593,1992,1,Saturday,
1992-01-22,19:23,2014-05-23 19:23,Esperanza Nevado Salcedo,88765336X,67,Femenino,"Avenida Camino de Jose Ignacio Donoso, 5, Benicalap, Valencia",Benicalap,Precipitación,39.495714,-0.410488,1992,1,Friday,
1992-01-24,17:08,1982-06-07 17:08,Julie Madrigal Roldán,92316265S,56,Femenino,"Avenida Camino Luna Ángel, 147, Benimaclet, Valencia",Benimaclet,Intoxicación medicamentosa,39.496416,-0.369977,1992,1,Monday,
1992-02-02,15:00,2017-11-06 15:00,Claudio Nieto Tomás,32121549W,24,Masculino,"Plaça Cuesta Verónica Vall, 122, 1ºB, L'Eixample, Valencia",L'Eixample,Otros,39.475777,-0.377746,1992,2,Monday,Duelo reciente
1992-02-02,21:15,2003-06-30 21:15,Nando Cervantes,11999650K,43,Masculino,"Carrer Urbanización de Evaristo Noguera, 15, 2º1, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.461868,-0.366146,1992,2,Monday,Depresión diagnosticada
1992-02-02,10:24,2003-03-14 10:24,Anabel Carrasco Espinosa,46278860P,32,Femenino,"Avenida Vial de Gabriela Cruz, 113, Ciutat Vella, Valencia",Ciutat Vella,Intoxicación medicamentosa,39.464997,-0.368946,1992,2,Friday,Intento previo
1992-02-03,21:56,2011-01-22 21:56,Rafa Galan Ribera,27608451X,31,Masculino,"Plaza Via Amado Sola, 7, 4ºA, La Xerea, Valencia",La Xerea,Ahorcamiento,39.479101,-0.376848,1992,2,Saturday,Intento previo
1992-02-06,12:42,2022-09-06 12:42,Sebastián Bauzà,70018532T,29,Masculino,"Carrer Cañada Mohamed Pedrosa, 92, Campanar, Valencia",Campanar,Ahorcamiento,39.497831,-0.393976,1992,2,Tuesday,Problemas económicos
1992-02-09,15:07,1988-08-12 15:07,Dionisio Corominas,63394315J,29,Masculino,"Calle C. Azahar Gordillo, 81, La Xerea, Valencia",La Xerea,Precipitación,39.470473,-0.364363,1992,2,Friday,Trastorno bipolar
1992-02-10,10:16,1997-12-16 10:16,Bonifacio del Pereira,58545863F,45,Masculino,"Calle Plaza Plinio Bernad, 64, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.480954,-0.317175,1992,2,Tuesday,Depresión diagnosticada
1992-02-12,17:39,2012-08-06 17:39,Fabio Mendoza,47346918S,18,Masculino,"Carrer Rambla María José Aznar, 82, L'Eixample, Valencia",L'Eixample,Corte/punzante,39.469557,-0.37805,1992,2,Monday,Duelo reciente
1992-02-14,13:00,1980-03-23 13:00,Anacleto Company Lozano,83428512Z,53,Masculino,"Calle Camino Isidora Mármol, 43, 2ºA, Campanar, Valencia",Campanar,Sumersión,39.487648,-0.395859,1992,2,Sunday,Intento previo
1992-02-16,10:28,1988-06-07 10:28,Octavio Solana Sosa,49585149R,28,Masculino,"Plaza Pasaje Cleto Sarmiento, 46, 6ºD, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.471692,-0.373077,1992,2,Tuesday,Intento previo
1992-02-18,14:27,2002-01-14 14:27,Roque Expósito Campillo,93420414A,60,Masculino,"Plaza Pasaje de Marcia Llanos, 68, El Cabanyal, Valencia",El Cabanyal,Intoxicación medicamentosa,39.461506,-0.325794,1992,2,Monday,Depresión diagnosticada
1992-02-20,16:07,2004-12-15 16:07,Victor Andreu,67288633V,37,Masculino,"Calle Calle de Eufemia Jiménez, 142, Jesús, Valencia",Jesús,Ahorcamiento,39.444704,-0.344889,1992,2,Wednesday,Enfermedad crónica
1992-02-21,21:43,1982-11-04 21:43,Quirino Seve Pintor Milla,59843009E,18,Masculino,"Calle Ronda Sandalio Arnaiz, 20, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.457311,-0.363231,1992,2,Thursday,Problemas económicos
1992-02-24,05:46,2007-07-01 05:46,Artemio Carbonell Sancho,92762623N,70,Masculino,"Plaça Callejón Moisés Céspedes, 62, El Carme, Valencia",El Carme,Ahorcamiento,39.458166,-0.377613,1992,2,Sunday,Depresión diagnosticada
1992-03-01,14:59,2004-12-13 14:59,Loreto Mariano Gual Guerra,61176016H,59,Masculino,"Plaça Rambla Amancio Lasa, 119, L'Eixample, Valencia",L'Eixample,Precipitación,39.465024,-0.3763,1992,3,Monday,Abuso de sustancias
1992-03-04,22:42,1998-03-26 22:42,Ximena Catalá Franco,24243111F,39,Femenino,"Plaza Cañada de Eugenia Escrivá, 125, El Carme, Valencia",El Carme,Sumersión,39.481781,-0.385847,1992,3,Thursday,Intento previo
1992-03-14,18:55,2020-04-05 18:55,Rodrigo Olivé Castejón,24040914A,45,Masculino,"Carrer Pasaje de Raquel Donaire, 83, Benimaclet, Valencia",Benimaclet,Ahorcamiento,39.480606,-0.347318,1992,3,Sunday,Depresión diagnosticada
1992-03-28,06:40,2017-02-10 06:40,Hilario Girón Franco,76428236H,29,Masculino,"Plaça Ronda María Cristina Alcolea, 142, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.452068,-0.35991,1992,3,Friday,Sin antecedentes conocidos
1992-04-04,09:47,2014-09-15 09:47,Esmeralda Zabaleta Cepeda,79926758X,38,Femenino,"Plaza Camino Camila Francisco, 106, El Carme, Valencia",El Carme,Intoxicación medicamentosa,39.481845,-0.383757,1992,4,Monday,
1992-04-10,23:56,1993-12-30 23:56,Reinaldo del Araujo,98173123S,30,Masculino,"Carrer Camino de Mirta Elías, 68, La Xerea, Valencia",La Xerea,Intoxicación medicamentosa,39.46722,-0.355932,1992,4,Thursday,Intento previo
1992-04-15,13:11,2021-06-28 13:11,Juan Bautista Miguel Alsina,35633440T,44,Masculino,"Plaza Alameda Adelia Arteaga, 120, La Xerea, Valencia",La Xerea,Ahorcamiento,39.481696,-0.369865,1992,4,Monday,Depresión diagnosticada
1992-04-16,22:42,1981-01-17 22:42,Chita Valle Seco,54239393B,33,Femenino,"Plaza Cuesta de Roxana Borja, 52, Russafa, Valencia",Russafa,Precipitación,39.450608,-0.3682,1992,4,Saturday,Depresión diagnosticada
1992-04-22,00:08,1986-12-28 00:08,Blanca Antúnez Martín,94192774T,65,Femenino,"Plaza Vial Bartolomé Oller, 49, Poblats Marítims, Valencia",Poblats Marítims,Precipitación,39.469553,-0.331774,1992,4,Sunday,Problemas económicos
1992-04-28,01:17,2009-06-13 01:17,Bonifacio de Llobet,41522381K,52,Masculino,"Plaza Paseo de Berto Marco, 102, Jesús, Valencia",Jesús,Precipitación,39.443356,-0.34373,1992,4,Saturday,
1992-05-21,19:07,2002-02-04 19:07,Goyo Verdugo Cabezas,83275043R,51,Masculino,"Avenida Cañada Rufina Pomares, 74, 4º1, El Cabanyal, Valencia",El Cabanyal,Corte/punzante,39.475983,-0.351542,1992,5,Monday,Enfermedad crónica
1992-05-23,17:55,2010-09-25 17:55,Victorino Naranjo-Sevillano,85874940R,57,Masculino,"Plaça Cuesta Fabricio Serna, 60, 8ºC, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.444955,-0.351975,1992,5,Saturday,Depresión diagnosticada
1992-05-24,15:05,1998-10-20 15:05,Hernando del Bernad,68017753Z,56,Masculino,"Carrer Urbanización de Isaac Tamarit, 134, 8ºC, Benimaclet, Valencia",Benimaclet,Sumersión,39.493435,-0.371786,1992,5,Tuesday,Sin antecedentes conocidos
1992-06-04,02:40,2021-10-07 02:40,Feliciano Linares-Cid,26029189C,67,Masculino,"Calle Glorieta Candela Ordóñez, 95, 3º2, Poblats Marítims, Valencia",Poblats Marítims,Precipitación,39.468902,-0.327551,1992,6,Thursday,Depresión diagnosticada
1992-06-07,15:52,1993-10-10 15:52,Tania del Adán,10894575G,73,Femenino,"Avenida Callejón Albano Segarra, 8, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.460273,-0.333047,1992,6,Sunday,Depresión diagnosticada
1992-06-16,13:14,2012-05-05 13:14,Hector Andres Echevarría,13340930X,62,Masculino,"Carrer Via Itziar Mínguez, 101, Russafa, Valencia",Russafa,Precipitación,39.457534,-0.378202,1992,6,Saturday,Enfermedad crónica
1992-06-19,06:33,2005-05-11 06:33,Yago Bru Salcedo,23733443L,27,Masculino,"Avenida Acceso Milagros Arcos, 20, Patraix, Valencia",Patraix,Ahorcamiento,39.453936,-0.406312,1992,6,Wednesday,Problemas económicos
1992-06-21,16:44,2002-10-24 16:44,Gustavo Español Murillo,82202263X,34,Masculino,"Plaça Urbanización Ernesto Jordá, 116, Russafa, Valencia",Russafa,Precipitación,39.454343,-0.360875,1992,6,Thursday,Problemas económicos
1992-06-21,10:46,2006-02-01 10:46,Pablo Gallart Barragán,17332766N,61,Masculino,"Plaza Pasadizo de Severiano Zamorano, 67, Patraix, Valencia",Patraix,Ahorcamiento,39.461213,-0.392195,1992,6,Wednesday,Abuso de sustancias
1992-06-23,09:57,2014-04-16 09:57,Kike de Gabaldón,97730595F,43,Masculino,"Plaza Cañada de Virginia Mur, 57, Campanar, Valencia",Campanar,Ahorcamiento,39.482349,-0.389331,1992,6,Wednesday,Intento previo
1992-07-02,18:35,2016-12-04 18:35,Candelas Ferrando Gonzalo,74452414B,15,Femenino,"Plaza C. Amparo Sáez, 46, Russafa, Valencia",Russafa,Ahorcamiento,39.47257,-0.347965,1992,7,Sunday,Abuso de sustancias
1992-07-05,22:27,1993-10-15 22:27,Lorenzo Moles Alfonso,20929927L,42,Masculino,"Plaça Calle de Petrona Vázquez, 128, Poblats Marítims, Valencia",Poblats Marítims,Precipitación,39.456903,-0.311654,1992,7,Friday,Trastorno bipolar
1992-07-20,17:05,2016-02-25 17:05,Álvaro del Aranda,75741381N,17,Masculino,"Plaza Alameda Perla Neira, 37, Patraix, Valencia",Patraix,Otros,39.456231,-0.394507,1992,7,Thursday,Sin antecedentes conocidos
1992-07-23,08:18,2020-07-11 08:18,Natanael Palomino Campos,13025600X,34,Masculino,"Plaça Plaza de Bonifacio Pont, 21, 5ºA, El Cabanyal, Valencia",El Cabanyal,Ahorcamiento,39.46348,-0.329289,1992,7,Saturday,Intento previo
1992-07-28,08:10,1981-07-14 08:10,Marino Valderrama Vizcaíno,81869924K,63,Masculino,"Plaza Callejón de Begoña Otero, 91, El Carme, Valencia",El Carme,Intoxicación medicamentosa,39.481002,-0.356052,1992,7,Tuesday,
1992-08-01,22:12,2022-03-12 22:12,Hilario Morales,94910129P,37,Masculino,"Plaza Camino Tere Cerdá, 88, Patraix, Valencia",Patraix,Ahorcamiento,39.438391,-0.400145,1992,8,Saturday,Sin antecedentes conocidos
1992-08-07,15:16,1998-12-13 15:16,María Dolores Gema Exposito Caro,59828775W,38,Femenino,"Plaza Alameda Remigio Daza, 96, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.464144,-0.361315,1992,8,Sunday,Enfermedad crónica
1992-08-11,08:06,2001-03-11 08:06,Hilario Bolaños Valdés,35189235V,45,Masculino,"Carrer Alameda de Leire Angulo, 3, La Xerea, Valencia",La Xerea,Ahorcamiento,39.476005,-0.372403,1992,8,Sunday,
1992-08-14,21:51,1984-06-23 21:51,Cornelio Linares Baena,84987083J,50,Masculino,"Plaça Callejón Francisco Barrena, 128, 4º1, La Xerea, Valencia",La Xerea,Arma de fuego,39.473478,-0.348717,1992,8,Saturday,Trastorno bipolar
1992-08-24,19:07,2010-12-04 19:07,Eugenio Ballester,52253938P,60,Masculino,"Carrer Cañada de Íñigo Delgado, 82, 5ºB, Campanar, Valencia",Campanar,Ahorcamiento,39.48281,-0.410964,1992,8,Saturday,Abuso de sustancias
1992-09-11,19:22,1988-09-18 19:22,Nilo Cazorla-Fuertes,61744941S,33,Masculino,"Carrer Alameda de Eric Cabello, 121, Poblats Marítims, Valencia",Poblats Marítims,Intoxicación medicamentosa,39.465548,-0.324704,1992,9,Sunday,Intento previo
1992-09-13,23:08,1990-03-03 23:08,Vidal Pelayo Franch Sanz,32405721D,21,Masculino,"Plaça Plaza de Gastón Santiago, 121, Benimaclet, Valencia",Benimaclet,Ahorcamiento,39.490909,-0.347357,1992,9,Saturday,
1992-09-13,20:33,2025-04-28 20:33,Demetrio Paulino Manrique Ferrer,12688162M,55,Masculino,"Avenida Cuesta de Nuria Escolano, 96, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.471854,-0.374198,1992,9,Monday,Trastorno bipolar
1992-09-14,19:16,2013-02-10 19:16,Abilio Mercader Arregui,75779236D,61,Masculino,"Avenida Pasaje Roldán Yuste, 43, El Cabanyal, Valencia",El Cabanyal,Arma de fuego,39.469936,-0.316797,1992,9,Sunday,Trastorno bipolar
